client_id,visit_id,variation,minutes_spent
9776350,595155251_71958558005_497049,control,6
8458079,867552697_72572841114_380244,control,6
8943833,766990581_61645113289_42092,test,6
3278374,470767147_80784642592_297997,control,6
2719237,306665180_30583071077_542279,test,6
5417988,467354849_96234161905_892056,test,6
8690825,263638104_41378987276_232223,control,6
1499746,344063575_69340244427_121674,control,6
383141,705134671_97810221044_299213,test,6
4723679,120007642_15592253853_566596,test,6
1257039,811970554_40923292877_529592,test,6
4434024,869283247_90933024602_667813,test,6
6246005,340771601_63875416811_884548,control,6
9403166,572305701_7004914793_824960,test,6
246812,919480585_38454468624_993247,test,6
2536813,950818770_14085567585_597391,test,6
5886983,302073629_37063257321_680732,test,6
560955,229143731_16913900030_552169,control,6
8511794,581997679_16064869431_814666,test,6
1124900,938513188_88264248892_187636,test,6
6192754,631164189_11009184973_148415,test,6
2754248,713343841_27195750347_304686,test,6
3119037,489680395_61870756889_357644,test,6
6755742,140111566_44216649786_182008,control,6
463582,445223970_57694664528_914291,control,6
966641,379803026_39593427562_682555,control,6
5451741,993465226_53081063521_623438,control,6
1174414,178556603_8568857879_3375,test,6
6180998,375010415_6001423330_698513,test,6
9012525,257461383_60304335932_78668,control,6
9447325,554473356_28547650299_224712,test,6
154147,771131514_39901552401_687493,test,6
7078059,749879867_49130098801_716218,test,6
6384753,773613132_48350819913_224655,control,6
6254175,235583006_74582648670_250400,test,6
9725807,273130076_75352250583_962978,test,6
6291861,366408833_79902100449_325966,test,6
2870539,508733512_17855164996_248730,test,6
3696448,680535763_21467986372_967641,control,6
1598081,314257106_77321527674_795271,control,6
4084575,297947196_71004785981_632932,control,6
9092574,543716083_6345949218_166645,control,6
9935417,742143833_71458433715_915786,control,6
177581,676539311_95698948661_253109,control,6
2155157,776490590_77306943777_351915,control,6
3712567,570508901_29560325279_594735,control,6
9314054,451316158_97286608871_590343,control,6
9052980,892454245_93978055949_210703,test,6
8274603,195396377_93364546363_115749,test,6
8274603,315623744_32095490035_445844,test,6
2415294,335411271_7240308533_415612,test,6
1820486,80163857_48886121572_56723,test,6
7409331,117977303_9003773002_263931,test,6
4891147,780450302_23994045465_735340,test,6
9608642,762978661_8637773854_312642,test,6
6953063,588773079_79511502906_544628,control,6
4645740,328927178_29539560942_556867,control,6
4645740,221775166_99518688649_562121,control,6
1828544,678739414_99297492821_119804,test,6
2012155,811396828_35762815079_777962,test,6
8012186,554251991_95893875817_550677,control,6
2972136,92581665_64724561527_968893,test,6
2779701,29096133_82471666850_93526,test,6
8510262,212121560_14038889334_355860,control,6
9275181,871799268_76450161257_166833,test,6
314189,859088822_54778375802_971410,test,6
5961865,516823104_17556066669_457036,control,6
4825488,640559600_53835768903_219049,test,6
3483824,70636646_65465165519_173948,test,6
507915,964822606_23383946632_397365,test,6
7021111,203876596_19643891351_136185,control,6
6651764,376539252_95454394523_103049,test,6
2331608,783726479_26198732941_680011,control,6
6529451,514260269_94551059481_364275,control,6
5796197,218709752_87458502941_296604,test,6
5521811,752100373_5409185871_264984,control,6
4406701,203072395_2205496499_124435,control,6
4922874,442260471_43713371951_656538,test,6
7096317,696098026_71176864711_801261,control,6
9468405,282905947_60413100450_472030,control,6
3833983,422751587_12681274976_969090,test,6
5233962,737050078_86934332379_63523,test,6
6999674,106991823_36926773912_894581,control,6
8919237,669269020_61160050144_631930,control,6
8319955,456194711_13749386481_668063,control,6
3082752,443899597_79902757297_292044,test,6
4998418,862612481_57530032357_256421,control,6
1128925,922595809_33086393346_426575,control,6
7465124,77510867_45905858878_343444,test,6
5478068,656500852_73816289812_61330,control,6
9671577,133849022_23870708153_933815,test,6
2114773,449354184_46957599686_470716,test,6
7789673,824878914_75972598997_208796,control,6
9213816,123988547_98158914236_353875,test,6
8824053,107812476_47194111740_635808,control,6
9312698,750399145_28092720319_574639,test,6
7229718,769101777_59205541771_279320,test,6
985546,350795624_41168235595_956007,control,6
4800447,32500315_16671324641_181978,control,6
3162839,159366214_58975030906_226207,control,6
3191722,391550459_64938204369_600384,control,6
2095375,394986468_64450696191_629565,control,6
2672778,896450492_11518687559_84917,test,6
6980355,102135578_44389748355_529451,test,6
1497256,633396079_87155450538_103909,control,6
6338026,426840145_26326737552_537199,test,6
3346530,625526408_59363300402_264882,control,6
550255,231050476_80238061171_670530,test,6
417204,224485145_55843608041_378810,test,6
1444258,383454047_43635141316_537951,test,6
9222610,921473888_7780185815_382606,control,6
1768966,975516924_69997758528_730735,control,6
6486255,896200473_23724787319_561097,control,6
52111,66743123_1421602638_316706,control,6
6005237,587879876_9840496075_112957,test,6
9688091,470378376_61940230004_989643,control,6
2668666,420356322_50879374276_968007,test,6
5770986,139590729_66287753726_310073,test,6
1837031,423670160_98637100631_243636,control,6
533553,525324886_78811323108_150890,test,6
9763368,248196747_9688237962_75362,test,6
1894742,916899762_91189717928_214645,test,6
9633586,860951522_62878377978_921540,test,6
2173953,572839616_59766131335_919076,control,6
4630942,624152356_61775459676_921180,test,6
5048372,131053563_66523773065_415957,test,6
915274,393166475_25167534965_59323,test,6
6425084,701821697_84597879589_262836,test,6
5536159,960703358_97307028829_119943,control,6
7769344,394000779_72677444704_746350,test,6
2911002,90896653_48376694142_965180,test,6
2177769,151021739_61557964017_609775,test,6
9379616,359971597_832474441_982262,test,6
7381522,185378321_28812164479_243754,control,6
2326972,412927006_90332981066_775917,test,6
3399869,583818139_80524869884_237714,test,6
6170194,435530955_66876346113_882773,test,6
3561951,474294170_22169349987_440894,control,6
4655007,590525353_14836739413_767102,test,6
8028750,489093263_46408026477_529740,test,6
3155867,735475220_64148285979_477369,test,6
2937954,659027612_17932272519_803611,test,6
8957815,31869685_61415408797_599743,control,6
375257,794914401_49992413961_288457,test,6
8842944,163223813_35497610783_108865,test,6
7153949,46786065_27379375830_169661,test,6
7571586,10723739_49503519120_612119,test,6
8021901,482330814_42038162421_20230,test,6
9972523,161110504_86443485834_190922,test,6
7474459,846407313_51642518260_392735,test,6
5356873,908741305_52741042418_960944,test,6
2211630,100751264_35071231525_844320,test,6
4898592,416291409_20422756129_304940,control,6
1601176,444792065_92052202299_490095,test,6
6069603,842504059_55148526337_842930,control,6
1180546,699790911_22045563867_999162,control,6
4350732,274802673_56576812702_31592,test,6
4887463,868579858_59775438235_951431,test,6
6717308,830119298_37401848129_815052,test,6
9143192,165078410_43973499956_471061,test,6
446577,28954022_43371484912_101928,test,6
5109620,718913652_35882126503_558000,test,6
8328439,63167535_85439978212_345027,control,6
2009732,667297201_35018233055_188075,test,6
5756509,165249015_30777774104_302925,control,6
1703641,364908117_42009115443_861158,test,6
1363526,689022895_55311039486_954352,control,6
7351048,342322208_42324218859_17976,test,6
9842782,413905769_39045534030_407611,control,6
6890062,681037937_17526885799_424806,control,6
6601799,911300828_93767553384_340747,test,6
2662438,938366069_70076064254_423094,control,6
8577690,741527177_95969984759_335948,control,6
7240133,436297803_37086256683_734447,test,6
271840,128179798_25449651705_370984,test,6
7989945,460237283_62904373779_376182,test,6
4990448,567033625_80264484954_209765,control,6
8683823,669714191_86338212629_513781,test,6
4622774,392994733_84928710491_755445,control,6
7407868,957758249_7653447382_925276,control,6
8267883,613086549_69908561383_500933,test,6
957328,916116386_54588904925_388946,control,6
9388895,169585403_2452455247_349804,test,6
8415669,185870221_21577612468_177148,control,6
6525417,827636234_33463793225_14670,control,6
550793,457139401_99331139615_728777,test,6
5890801,767015363_30318746178_135452,control,6
4675164,599456532_43025941556_604006,control,6
3859627,560569138_5480899809_953281,control,6
2685804,708363276_90296169273_533563,control,6
6864371,2120230_49508968072_917748,control,6
3302208,725627966_30705599073_6855,control,6
6130491,744600347_4337948007_481631,test,6
3928305,516049934_71292556407_523492,control,6
7124517,599215760_13361937489_72003,control,6
4084333,10748725_78351965784_819901,control,6
5221886,846884110_53359829393_850799,control,6
8578147,125234627_49302525322_823145,test,6
9679043,235344655_49244980803_997484,control,6
266183,591900709_14292862854_973083,control,6
9426272,281954521_41868374498_215962,control,6
6705275,842056581_69195220803_996687,control,6
8985518,947813683_37411668451_848618,control,6
6461378,294178123_44878310868_378073,test,6
761884,659053445_81439451024_406181,test,6
687283,444689844_41486800364_347974,control,6
2959782,795060321_60949082853_501792,control,6
6241245,451803584_8687516773_100885,test,6
7878589,570806102_27092632643_859322,control,6
871652,639787283_81036606315_896333,control,6
4969763,772444420_5646904827_144202,control,6
5783227,657722192_6053883612_486787,test,6
3165582,118087955_12343907731_800442,test,6
613009,861741836_87475876802_746988,test,6
7598151,379168381_47429069225_373494,test,6
8905969,810766423_5361481895_453734,test,6
8101420,69552083_66575364902_203574,control,6
7511255,405053201_19216320416_456919,test,6
3004381,604486399_7843115876_812970,control,6
1819473,39603537_54749086026_313333,control,6
4129973,354538403_79830652910_690942,test,6
516129,343455973_6931011642_488168,test,6
1455660,952711327_93263652349_550336,control,6
6937976,749059953_95113617474_121194,test,6
7059525,998901807_47503330973_448322,test,6
8238260,636566390_88471073830_90596,test,6
7789006,726479527_52493333638_164856,test,6
7672522,197236346_51101625171_178451,test,6
7575224,180055486_84932260014_597859,test,6
1449791,176821562_48003718247_359492,control,6
5789058,535524336_32233126797_8866,control,6
9423424,492015371_11374803850_739154,test,6
6233433,246916550_80278066826_173552,control,6
4406929,307340039_1311453569_101694,test,6
9967298,625477774_29216291581_726648,test,6
2212960,101795269_11014215878_581088,test,6
165428,474169767_1876013364_398563,control,6
550126,357525088_85194141270_206989,test,6
4767340,966146372_43710326542_521310,control,6
1983489,296909156_13915199743_800279,test,6
7623375,66594580_68990033202_102519,test,6
8340850,146726406_83625100631_407931,test,6
5446017,464017107_70425086862_469756,test,6
3176993,940138075_52964677116_916684,control,6
1399639,17690266_86300077969_293135,test,6
699117,770504943_53168931021_769391,control,6
4085238,71404242_82682981783_758578,control,6
4742781,338397637_80775662815_132560,control,6
8084953,183791841_53917051377_882885,test,6
1026701,668757867_4016356643_440524,test,6
3832110,66429012_64213106213_451617,control,6
6507094,689982381_61334952726_472134,test,6
2606880,958888460_32567943383_303724,test,6
6097580,645598233_6695335223_610512,test,6
5950365,305544410_47281127623_375856,control,6
7016459,287520097_51379261535_634920,control,6
7151779,754370849_94820097340_641336,test,6
9290245,114245500_11808489882_338180,control,6
5709653,437869061_63750583228_725814,test,6
1172623,527369443_69940929532_992393,test,6
6022010,343933193_26895401551_943987,control,6
4931957,295722374_3294013123_44784,control,6
9222307,504809600_14011274073_827997,test,6
3784584,214302990_32630433157_624862,test,6
1828457,503783056_72138657278_550846,control,6
3056475,851167502_27245682690_755432,control,6
284648,83420712_7258995234_631492,test,6
522508,392076106_60479677461_638472,control,6
6664576,439988133_8545842385_380592,test,6
8047921,610780014_729273191_581190,test,6
8563144,731022347_38517839858_682305,test,6
8122546,332247000_32215853041_930546,test,6
7075126,997548931_8616745962_265215,test,6
5348276,996123875_7923557593_451827,test,6
4251627,201510625_21128630757_799398,control,6
699807,677762191_11631801964_231891,test,6
8281933,876883653_32645590250_696095,control,6
8412778,852588574_27793987369_651043,test,6
3706636,475637181_9188271066_446515,control,6
3554790,954054311_19260436495_422719,test,6
4487376,984168325_10219439273_921148,control,6
1421689,256609691_73213028248_705582,test,6
7233735,2283801_26105678193_194252,control,6
435340,96173393_28811739289_971619,test,6
8646089,995685469_39153173993_32973,control,6
3874422,130699819_90131813273_496343,control,6
3884737,218802850_48721083708_303578,test,6
1044736,562224535_22668624887_494658,test,6
2033019,818492263_59151338695_894099,test,6
3448998,649864714_74355632608_137482,test,6
4097339,597037919_58493964063_614420,test,6
9657390,150107643_48305219714_960088,control,6
6665261,105981591_70237515451_29158,control,6
5694079,386061700_8586232051_868315,test,6
3211165,137726991_83358990704_52941,test,6
2412181,976259620_56849161945_194594,test,6
4354914,952560212_74921565590_922055,test,6
6809644,487984127_48621154068_228631,control,6
1171272,462380246_54944092789_261222,test,6
